 ikr ibn iq imode EPCE[meV]
   1 480   1   1    0.0000000000E+00
   1 480   1   2    0.0000000000E+00
   1 480   1   3    0.0000000000E+00
   1 480   1   4   -0.5831097503E+01
   1 480   1   5   -0.7610040785E+01
   1 480   1   6   -0.4781293880E+01
   1 480   1   7   -0.3272720417E+01
   1 480   1   8   -0.4249775240E+01
   1 480   1   9   -0.3170823251E+01
   1 480   1  10   -0.4458134416E+01
   1 480   1  11   -0.4043935077E+01
   1 480   1  12   -0.3259622050E+01
   1 480   1  13   -0.3266253195E+01
   1 480   1  14   -0.5125760931E+01
   1 480   1  15   -0.5200361405E+01
   1 480   1  16   -0.3095456980E+01
   1 480   1  17   -0.3435241133E+01
   1 480   1  18   -0.6362787065E+01
   1 480   1  19   -0.7776206793E+01
   1 480   1  20   -0.5671783523E+01
   1 480   1  21   -0.4810964477E+01
   1 480   1  22   -0.2620281540E+01
   1 480   1  23   -0.3721438053E+01
   1 480   1  24   -0.2222500386E+01
   1 480   1  25   -0.3580052796E+01
   1 480   1  26   -0.2490904021E+01
   1 480   1  27   -0.3177978763E+01
   1 480   1  28   -0.3902442943E+01
   1 480   1  29   -0.2491668535E+01
   1 480   1  30   -0.3101714007E+01
   1 480   1  31   -0.6493463331E+01
   1 480   1  32   -0.4543907416E+01
   1 480   1  33   -0.5092637771E+01
   1 480   1  34   -0.3441815475E+01
   1 480   1  35   -0.2510051321E+01
   1 480   1  36   -0.1966762645E+01
   1 480   1  37   -0.3224994880E+01
   1 480   1  38   -0.4309486773E+01
   1 480   1  39   -0.4472702763E+01
   1 480   1  40   -0.2346803760E+01
   1 480   1  41   -0.3341473712E+01
   1 480   1  42   -0.3526225850E+01
   1 480   1  43   -0.2700849434E+01
   1 480   1  44   -0.3876123100E+01
   1 480   1  45   -0.3058355908E+01
   1 480   1  46   -0.2698758147E+01
   1 480   1  47   -0.3045980922E+01
   1 480   1  48   -0.2608229034E+01
   1 480   1  49   -0.2524539062E+01
   1 480   1  50   -0.2868614522E+01
   1 480   1  51   -0.3295334992E+01
   1 480   1  52   -0.2257092586E+01
   1 480   1  53   -0.2121846810E+01
   1 480   1  54   -0.2361171675E+01
   1 480   1  55   -0.1892672305E+01
   1 480   1  56   -0.2362453595E+01
   1 480   1  57   -0.2451302402E+01
   1 480   1  58   -0.2395223504E+01
   1 480   1  59   -0.2669725779E+01
   1 480   1  60   -0.5140473732E+01
   1 480   1  61   -0.2544751357E+01
   1 480   1  62   -0.3251057518E+01
   1 480   1  63   -0.2883318719E+01
   1 480   1  64   -0.2376315026E+01
   1 480   1  65   -0.2294537227E+01
   1 480   1  66   -0.4369262731E+01
   1 480   1  67   -0.2368973679E+01
   1 480   1  68   -0.4153358757E+01
   1 480   1  69   -0.2674599535E+01
   1 480   1  70   -0.1890182378E+01
   1 480   1  71   -0.1878609872E+01
   1 480   1  72   -0.3028386318E+01
   1 480   1  73   -0.2337901537E+01
   1 480   1  74   -0.2494487093E+01
   1 480   1  75   -0.4605156448E+01
   1 480   1  76   -0.2058535593E+01
   1 480   1  77   -0.3233627841E+01
   1 480   1  78   -0.2329563392E+01
   1 480   1  79   -0.1746140560E+01
   1 480   1  80   -0.2407834686E+01
   1 480   1  81   -0.2311649319E+01
   1 480   1  82   -0.3284118800E+01
   1 480   1  83   -0.2273961953E+01
