 ikr ibn iq imode EPCE[meV]
   1 480   1   1    0.0000000000E+00
   1 480   1   2    0.0000000000E+00
   1 480   1   3    0.0000000000E+00
   1 480   1   4    0.5869402560E+01
   1 480   1   5    0.7685085911E+01
   1 480   1   6    0.4822795620E+01
   1 480   1   7    0.3328471747E+01
   1 480   1   8    0.4281266059E+01
   1 480   1   9    0.3198614646E+01
   1 480   1  10    0.4459426236E+01
   1 480   1  11    0.4091781822E+01
   1 480   1  12    0.3312402857E+01
   1 480   1  13    0.3276608868E+01
   1 480   1  14    0.5109297770E+01
   1 480   1  15    0.5217668631E+01
   1 480   1  16    0.3166752421E+01
   1 480   1  17    0.3433493869E+01
   1 480   1  18    0.6432446855E+01
   1 480   1  19    0.7850942841E+01
   1 480   1  20    0.5707912940E+01
   1 480   1  21    0.4860599926E+01
   1 480   1  22    0.2659133436E+01
   1 480   1  23    0.3767622525E+01
   1 480   1  24    0.2284352530E+01
   1 480   1  25    0.3646520812E+01
   1 480   1  26    0.2539717470E+01
   1 480   1  27    0.3220470173E+01
   1 480   1  28    0.3976146630E+01
   1 480   1  29    0.2524068426E+01
   1 480   1  30    0.3153148236E+01
   1 480   1  31    0.6488568089E+01
   1 480   1  32    0.4615993427E+01
   1 480   1  33    0.5153364613E+01
   1 480   1  34    0.3552730625E+01
   1 480   1  35    0.2614512203E+01
   1 480   1  36    0.2053157644E+01
   1 480   1  37    0.3313878762E+01
   1 480   1  38    0.4468575775E+01
   1 480   1  39    0.4550154716E+01
   1 480   1  40    0.2474174511E+01
   1 480   1  41    0.3426159813E+01
   1 480   1  42    0.3614374313E+01
   1 480   1  43    0.2826312640E+01
   1 480   1  44    0.3940239305E+01
   1 480   1  45    0.3193022061E+01
   1 480   1  46    0.2829579196E+01
   1 480   1  47    0.3131379111E+01
   1 480   1  48    0.2671480330E+01
   1 480   1  49    0.2605702527E+01
   1 480   1  50    0.2947711741E+01
   1 480   1  51    0.3388304406E+01
   1 480   1  52    0.2347269054E+01
   1 480   1  53    0.2202317833E+01
   1 480   1  54    0.2432904931E+01
   1 480   1  55    0.1941346713E+01
   1 480   1  56    0.2392280322E+01
   1 480   1  57    0.2498019880E+01
   1 480   1  58    0.2411755415E+01
   1 480   1  59    0.2757857880E+01
   1 480   1  60    0.5228379354E+01
   1 480   1  61    0.2572355233E+01
   1 480   1  62    0.3258283553E+01
   1 480   1  63    0.2920769453E+01
   1 480   1  64    0.2419047231E+01
   1 480   1  65    0.2323755736E+01
   1 480   1  66    0.4392929116E+01
   1 480   1  67    0.2430030373E+01
   1 480   1  68    0.4359925339E+01
   1 480   1  69    0.2676025574E+01
   1 480   1  70    0.2012954517E+01
   1 480   1  71    0.2054832439E+01
   1 480   1  72    0.3337042163E+01
   1 480   1  73    0.2591477812E+01
   1 480   1  74    0.2627377722E+01
   1 480   1  75    0.4763207774E+01
   1 480   1  76    0.2300450503E+01
   1 480   1  77    0.3303531338E+01
   1 480   1  78    0.2396033443E+01
   1 480   1  79    0.1918234277E+01
   1 480   1  80    0.2469071041E+01
   1 480   1  81    0.2384114772E+01
   1 480   1  82    0.3331007204E+01
   1 480   1  83    0.2333744229E+01
   1 480   1  84    0.1825998334E+01
   1 480   1  85    0.2838877491E+01
   1 480   1  86    0.2084426965E+01
   1 480   1  87    0.2487096922E+01
