 ikr ibn iq imode EPCE[meV]
   1 480   1   1    0.0000000000E+00
   1 480   1   2    0.0000000000E+00
   1 480   1   3    0.0000000000E+00
   1 480   1   4   -0.5190664683E+01
   1 480   1   5   -0.5190516653E+01
   1 480   1   6   -0.1427265341E+01
   1 480   1   7   -0.1548652567E+01
   1 480   1   8   -0.3339298431E+01
   1 480   1   9   -0.3336503629E+01
   1 480   1  10   -0.3229301664E+01
   1 480   1  11   -0.3233770784E+01
   1 480   1  12   -0.4087380417E+01
   1 480   1  13   -0.4084965535E+01
   1 480   1  14   -0.9397714197E+01
   1 480   1  15   -0.4040962978E+01
   1 480   1  16   -0.4039083104E+01
   1 480   1  17   -0.5309507546E+01
   1 480   1  18   -0.5313081742E+01
   1 480   1  19   -0.9353650351E+01
   1 480   1  20   -0.3730567477E+01
   1 480   1  21   -0.3730996880E+01
   1 480   1  22   -0.1389633851E+01
   1 480   1  23   -0.1649382487E+01
   1 480   1  24   -0.2752299370E+01
   1 480   1  25   -0.2752410205E+01
   1 480   1  26   -0.7163284339E+01
   1 480   1  27   -0.2749453365E+01
   1 480   1  28   -0.2748897640E+01
   1 480   1  29   -0.7673419799E+01
   1 480   1  30   -0.3330348464E+01
   1 480   1  31   -0.3330254853E+01
   1 480   1  32   -0.1226046054E+01
   1 480   1  33   -0.2571235829E+01
   1 480   1  34   -0.2571397400E+01
   1 480   1  35   -0.1888004081E+01
   1 480   1  36   -0.1913140452E+01
   1 480   1  37   -0.1578566731E+01
   1 480   1  38   -0.3169370796E+01
   1 480   1  39   -0.3261346933E+01
   1 480   1  40   -0.1881406528E+01
   1 480   1  41   -0.1994745510E+01
   1 480   1  42   -0.3802485038E+01
   1 480   1  43   -0.2306763861E+01
   1 480   1  44   -0.2299113857E+01
   1 480   1  45   -0.4127315921E+01
   1 480   1  46   -0.4472555634E+01
   1 480   1  47   -0.2057419629E+01
   1 480   1  48   -0.3577868851E+01
   1 480   1  49   -0.3107083195E+01
   1 480   1  50   -0.3108883689E+01
   1 480   1  51   -0.1367892307E+01
   1 480   1  52   -0.2503937118E+01
   1 480   1  53   -0.2499271516E+01
   1 480   1  54   -0.1911561941E+01
   1 480   1  55   -0.1913157554E+01
   1 480   1  56   -0.3470221110E+01
   1 480   1  57   -0.8711314886E+01
   1 480   1  58   -0.2662501862E+01
   1 480   1  59   -0.2662558419E+01
   1 480   1  60   -0.2892638296E+01
   1 480   1  61   -0.1892501049E+01
   1 480   1  62   -0.1408660314E+01
   1 480   1  63   -0.3820888034E+01
   1 480   1  64   -0.3818982883E+01
   1 480   1  65   -0.3239127917E+01
   1 480   1  66   -0.3239820453E+01
   1 480   1  67   -0.2217502603E+01
   1 480   1  68   -0.1405178111E+01
   1 480   1  69   -0.4420514254E+01
   1 480   1  70   -0.4420181141E+01
   1 480   1  71   -0.2343082370E+01
   1 480   1  72   -0.4334963497E+01
   1 480   1  73   -0.4333962677E+01
   1 480   1  74   -0.2196862203E+01
   1 480   1  75   -0.2611667547E+01
   1 480   1  76   -0.2611635827E+01
   1 480   1  77   -0.1038500738E+01
   1 480   1  78   -0.3416584469E+01
   1 480   1  79   -0.2247052425E+01
   1 480   1  80   -0.2243383267E+01
   1 480   1  81   -0.1950260470E+01
   1 480   1  82   -0.1957116437E+01
   1 480   1  83   -0.2221883412E+01
