 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4   -0.7887390914E+01
   1 240   1   5   -0.7886519339E+01
   1 240   1   6   -0.1046452538E+02
   1 240   1   7   -0.1045492913E+02
   1 240   1   8   -0.5461030136E+01
   1 240   1   9   -0.5448634552E+01
   1 240   1  10   -0.2455468017E+01
   1 240   1  11   -0.2686160774E+01
   1 240   1  12   -0.7345028209E+01
   1 240   1  13   -0.7338509949E+01
   1 240   1  14   -0.5561691252E+01
   1 240   1  15   -0.4013557307E+01
   1 240   1  16   -0.4013063577E+01
   1 240   1  17   -0.2541544290E+02
   1 240   1  18   -0.7928214189E+01
   1 240   1  19   -0.7905821916E+01
   1 240   1  20   -0.5919694073E+01
   1 240   1  21   -0.5919332170E+01
   1 240   1  22   -0.2565430574E+01
   1 240   1  23   -0.5808108439E+01
   1 240   1  24   -0.5804042439E+01
   1 240   1  25   -0.1209189685E+02
   1 240   1  26   -0.6066512897E+01
   1 240   1  27   -0.6080333167E+01
   1 240   1  28   -0.2457512716E+01
   1 240   1  29   -0.1183715066E+02
   1 240   1  30   -0.5133306447E+01
   1 240   1  31   -0.5144021717E+01
   1 240   1  32   -0.4030914734E+01
   1 240   1  33   -0.4081486390E+01
   1 240   1  34   -0.7891898959E+01
   1 240   1  35   -0.3573027157E+01
   1 240   1  36   -0.3558589446E+01
   1 240   1  37   -0.2977357592E+01
   1 240   1  38   -0.7007179897E+01
   1 240   1  39   -0.6978406801E+01
   1 240   1  40   -0.3776247119E+01
   1 240   1  41   -0.3777135197E+01
   1 240   1  42   -0.1854005602E+01
   1 240   1  43   -0.4208852295E+01
   1 240   1  44   -0.4213830583E+01
   1 240   1  45   -0.1215636897E+01
   1 240   1  46   -0.1008324948E+02
   1 240   1  47   -0.3325716676E+01
   1 240   1  48   -0.3325651661E+01
   1 240   1  49   -0.1038989564E+02
   1 240   1  50   -0.3678650937E+01
   1 240   1  51   -0.3675360266E+01
   1 240   1  52   -0.4372409088E+01
   1 240   1  53   -0.3518321968E+01
   1 240   1  54   -0.3519163585E+01
   1 240   1  55   -0.4883235983E+01
   1 240   1  56   -0.4886390947E+01
   1 240   1  57   -0.1322390486E+01
   1 240   1  58   -0.2181807501E+01
   1 240   1  59   -0.3127852712E+01
   1 240   1  60   -0.1144893840E+02
   1 240   1  61   -0.3403489799E+01
   1 240   1  62   -0.3402427009E+01
   1 240   1  63   -0.6008424971E+01
   1 240   1  64   -0.4334881558E+01
   1 240   1  65   -0.4382180264E+01
   1 240   1  66   -0.3420247798E+01
   1 240   1  67   -0.6748704273E+01
   1 240   1  68   -0.6761390540E+01
   1 240   1  69   -0.7479449099E+01
   1 240   1  70   -0.7509927180E+01
   1 240   1  71   -0.4421927140E+01
   1 240   1  72   -0.3803440706E+01
   1 240   1  73   -0.7551760083E+01
   1 240   1  74   -0.2078399626E+01
   1 240   1  75   -0.2078020040E+01
   1 240   1  76   -0.2922339361E+01
   1 240   1  77   -0.2878787615E+01
   1 240   1  78   -0.2636091466E+01
   1 240   1  79   -0.2700507822E+01
   1 240   1  80   -0.3852267272E+01
   1 240   1  81   -0.6761351850E+01
   1 240   1  82   -0.5876438345E+01
   1 240   1  83   -0.5863327659E+01
   1 240   1  84   -0.1121162739E+01
   1 240   1  85   -0.5491587674E+01
   1 240   1  86   -0.5491296221E+01
   1 240   1  87   -0.3341012112E+01
   1 240   1  88   -0.5990043392E+01
   1 240   1  89   -0.5990097301E+01
   1 240   1  90   -0.2528630408E+01
   1 240   1  91   -0.1614951326E+01
   1 240   1  92   -0.2929378150E+01
   1 240   1  93   -0.2931311112E+01
   1 240   1  94   -0.5266168008E+01
   1 240   1  95   -0.3954217829E+01
   1 240   1  96   -0.3959343187E+01
   1 240   1  97   -0.4341671092E+01
   1 240   1  98   -0.4346630268E+01
   1 240   1  99   -0.4019881832E+01
   1 240   1 100   -0.5483859805E+01
   1 240   1 101   -0.5518682896E+01
   1 240   1 102   -0.6414113745E+01
   1 240   1 103   -0.6353823001E+01
   1 240   1 104   -0.5140021406E+01
   1 240   1 105   -0.2805021917E+01
   1 240   1 106   -0.2394292225E+01
   1 240   1 107   -0.2416436993E+01
   1 240   1 108   -0.1822973993E+01
   1 240   1 109   -0.3933833285E+01
   1 240   1 110   -0.3931296624E+01
   1 240   1 111   -0.2638151164E+01
   1 240   1 112   -0.6424402185E+01
   1 240   1 113   -0.6419055972E+01
   1 240   1 114   -0.5062182304E+01
