 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4    0.7740060379E+01
   1 240   1   5    0.7739161777E+01
   1 240   1   6    0.1016470121E+02
   1 240   1   7    0.1015518005E+02
   1 240   1   8    0.5441327490E+01
   1 240   1   9    0.5429294065E+01
   1 240   1  10    0.2631320400E+01
   1 240   1  11    0.2811068117E+01
   1 240   1  12    0.7195686012E+01
   1 240   1  13    0.7190228820E+01
   1 240   1  14    0.5685312137E+01
   1 240   1  15    0.4174246938E+01
   1 240   1  16    0.4174557649E+01
   1 240   1  17    0.2532975215E+02
   1 240   1  18    0.7893461053E+01
   1 240   1  19    0.7871316512E+01
   1 240   1  20    0.5773431453E+01
   1 240   1  21    0.5773027332E+01
   1 240   1  22    0.2567313323E+01
   1 240   1  23    0.5723754975E+01
   1 240   1  24    0.5719880773E+01
   1 240   1  25    0.1183384689E+02
   1 240   1  26    0.5856443064E+01
   1 240   1  27    0.5868867961E+01
   1 240   1  28    0.2467967110E+01
   1 240   1  29    0.1161158411E+02
   1 240   1  30    0.4950591870E+01
   1 240   1  31    0.4960377407E+01
   1 240   1  32    0.3983378947E+01
   1 240   1  33    0.4032838243E+01
   1 240   1  34    0.7835516166E+01
   1 240   1  35    0.3513261813E+01
   1 240   1  36    0.3499222691E+01
   1 240   1  37    0.2992107091E+01
   1 240   1  38    0.6940299267E+01
   1 240   1  39    0.6912305187E+01
   1 240   1  40    0.3832106172E+01
   1 240   1  41    0.3833060911E+01
   1 240   1  42    0.1922025158E+01
   1 240   1  43    0.4164251442E+01
   1 240   1  44    0.4168214429E+01
   1 240   1  45    0.1272642355E+01
   1 240   1  46    0.1004655035E+02
   1 240   1  47    0.3434472747E+01
   1 240   1  48    0.3434262754E+01
   1 240   1  49    0.1035862820E+02
   1 240   1  50    0.3745803093E+01
   1 240   1  51    0.3743418346E+01
   1 240   1  52    0.4634801516E+01
   1 240   1  53    0.3506654505E+01
   1 240   1  54    0.3507402581E+01
   1 240   1  55    0.4779109002E+01
   1 240   1  56    0.4782240276E+01
   1 240   1  57    0.1456120113E+01
   1 240   1  58    0.2220483403E+01
   1 240   1  59    0.3307764724E+01
   1 240   1  60    0.1111530971E+02
   1 240   1  61    0.3470654858E+01
   1 240   1  62    0.3469337097E+01
   1 240   1  63    0.6089159441E+01
   1 240   1  64    0.4286376573E+01
   1 240   1  65    0.4332680063E+01
   1 240   1  66    0.3320948552E+01
   1 240   1  67    0.6624581933E+01
   1 240   1  68    0.6637363755E+01
   1 240   1  69    0.7443727071E+01
   1 240   1  70    0.7476272627E+01
   1 240   1  71    0.4376277638E+01
   1 240   1  72    0.3911357459E+01
   1 240   1  73    0.7450367940E+01
   1 240   1  74    0.2191410022E+01
   1 240   1  75    0.2191216298E+01
   1 240   1  76    0.2948270365E+01
   1 240   1  77    0.2907629355E+01
   1 240   1  78    0.2681221050E+01
   1 240   1  79    0.2742250493E+01
   1 240   1  80    0.3961054112E+01
   1 240   1  81    0.6730540509E+01
   1 240   1  82    0.5957776690E+01
   1 240   1  83    0.5944956898E+01
   1 240   1  84    0.1221020612E+01
   1 240   1  85    0.4749460607E+01
   1 240   1  86    0.4749136650E+01
   1 240   1  87    0.3425808204E+01
   1 240   1  88    0.4769297898E+01
   1 240   1  89    0.4769167176E+01
   1 240   1  90    0.2661796705E+01
   1 240   1  91    0.1771309995E+01
   1 240   1  92    0.2972296313E+01
   1 240   1  93    0.2974247796E+01
   1 240   1  94    0.5239541450E+01
   1 240   1  95    0.3964250168E+01
   1 240   1  96    0.3969339121E+01
   1 240   1  97    0.4312717254E+01
   1 240   1  98    0.4317366095E+01
   1 240   1  99    0.4145153859E+01
   1 240   1 100    0.5556336109E+01
   1 240   1 101    0.5588499005E+01
   1 240   1 102    0.6388529431E+01
   1 240   1 103    0.6334253885E+01
   1 240   1 104    0.5013714682E+01
   1 240   1 105    0.2825602041E+01
   1 240   1 106    0.2415040789E+01
   1 240   1 107    0.2434037301E+01
   1 240   1 108    0.1866293521E+01
   1 240   1 109    0.4071895338E+01
   1 240   1 110    0.4069385310E+01
   1 240   1 111    0.2823411377E+01
   1 240   1 112    0.6431336892E+01
   1 240   1 113    0.6426017492E+01
   1 240   1 114    0.5060240142E+01
   1 240   1 115    0.5060017660E+01
   1 240   1 116    0.1496852738E+01
   1 240   1 117    0.1495834888E+01
   1 240   1 118    0.2785360141E+01
   1 240   1 119    0.3566754503E+01
   1 240   1 120    0.3571492299E+01
