 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4    0.7916282786E+01
   1 240   1   5    0.7915372494E+01
   1 240   1   6    0.1038882829E+02
   1 240   1   7    0.1037926530E+02
   1 240   1   8    0.5575898036E+01
   1 240   1   9    0.5563473011E+01
   1 240   1  10    0.2732168066E+01
   1 240   1  11    0.2901688791E+01
   1 240   1  12    0.7393491813E+01
   1 240   1  13    0.7387703095E+01
   1 240   1  14    0.5796243008E+01
   1 240   1  15    0.4272168648E+01
   1 240   1  16    0.4272477033E+01
   1 240   1  17    0.2578526233E+02
   1 240   1  18    0.8100636460E+01
   1 240   1  19    0.8077968340E+01
   1 240   1  20    0.5915015256E+01
   1 240   1  21    0.5914627355E+01
   1 240   1  22    0.2648033159E+01
   1 240   1  23    0.5872073780E+01
   1 240   1  24    0.5868224859E+01
   1 240   1  25    0.1204906932E+02
   1 240   1  26    0.5992571737E+01
   1 240   1  27    0.6005169992E+01
   1 240   1  28    0.2546353595E+01
   1 240   1  29    0.1183693022E+02
   1 240   1  30    0.5064315588E+01
   1 240   1  31    0.5074249022E+01
   1 240   1  32    0.4088435536E+01
   1 240   1  33    0.4138761616E+01
   1 240   1  34    0.7982568150E+01
   1 240   1  35    0.3614901511E+01
   1 240   1  36    0.3600575927E+01
   1 240   1  37    0.3089044987E+01
   1 240   1  38    0.7087248438E+01
   1 240   1  39    0.7058766877E+01
   1 240   1  40    0.3925309973E+01
   1 240   1  41    0.3926310526E+01
   1 240   1  42    0.1984944389E+01
   1 240   1  43    0.4265862611E+01
   1 240   1  44    0.4269953262E+01
   1 240   1  45    0.1322173456E+01
   1 240   1  46    0.1023108995E+02
   1 240   1  47    0.3525061231E+01
   1 240   1  48    0.3524853160E+01
   1 240   1  49    0.1054765059E+02
   1 240   1  50    0.3847069083E+01
   1 240   1  51    0.3844605525E+01
   1 240   1  52    0.4754876370E+01
   1 240   1  53    0.3594465098E+01
   1 240   1  54    0.3595212544E+01
   1 240   1  55    0.4889252618E+01
   1 240   1  56    0.4892430996E+01
   1 240   1  57    0.1507702794E+01
   1 240   1  58    0.2301285552E+01
   1 240   1  59    0.3395924592E+01
   1 240   1  60    0.1133170224E+02
   1 240   1  61    0.3566855324E+01
   1 240   1  62    0.3565558369E+01
   1 240   1  63    0.6203270535E+01
   1 240   1  64    0.4376127248E+01
   1 240   1  65    0.4423152558E+01
   1 240   1  66    0.3436915468E+01
   1 240   1  67    0.6751116534E+01
   1 240   1  68    0.6764134278E+01
   1 240   1  69    0.7592313490E+01
   1 240   1  70    0.7625636679E+01
   1 240   1  71    0.4467452957E+01
   1 240   1  72    0.4013728326E+01
   1 240   1  73    0.7596779349E+01
   1 240   1  74    0.2251696375E+01
   1 240   1  75    0.2251487638E+01
   1 240   1  76    0.3027550023E+01
   1 240   1  77    0.2985842498E+01
   1 240   1  78    0.2752678381E+01
   1 240   1  79    0.2815109952E+01
   1 240   1  80    0.4047184078E+01
   1 240   1  81    0.6893836732E+01
   1 240   1  82    0.6102587440E+01
   1 240   1  83    0.6089492550E+01
   1 240   1  84    0.1263320300E+01
   1 240   1  85    0.4854372826E+01
   1 240   1  86    0.4854048542E+01
   1 240   1  87    0.3527844263E+01
   1 240   1  88    0.4868753577E+01
   1 240   1  89    0.4868623967E+01
   1 240   1  90    0.2735110280E+01
   1 240   1  91    0.1833041455E+01
   1 240   1  92    0.3047844895E+01
   1 240   1  93    0.3049832334E+01
   1 240   1  94    0.5347299323E+01
   1 240   1  95    0.4055476272E+01
   1 240   1  96    0.4060663460E+01
   1 240   1  97    0.4406631472E+01
   1 240   1  98    0.4411349271E+01
   1 240   1  99    0.4248279725E+01
   1 240   1 100    0.5668482062E+01
   1 240   1 101    0.5701267230E+01
   1 240   1 102    0.6514510694E+01
   1 240   1 103    0.6459379598E+01
   1 240   1 104    0.5111757569E+01
   1 240   1 105    0.2910852215E+01
   1 240   1 106    0.2485336262E+01
   1 240   1 107    0.2504546114E+01
   1 240   1 108    0.1938722684E+01
   1 240   1 109    0.4169866968E+01
   1 240   1 110    0.4167323476E+01
   1 240   1 111    0.2912661083E+01
   1 240   1 112    0.6561489910E+01
   1 240   1 113    0.6556105259E+01
   1 240   1 114    0.5167982210E+01
   1 240   1 115    0.5167779547E+01
   1 240   1 116    0.1546806447E+01
   1 240   1 117    0.1545768259E+01
   1 240   1 118    0.2866479646E+01
   1 240   1 119    0.3645984050E+01
   1 240   1 120    0.3650863121E+01
