 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4   -0.7892518694E+01
   1 240   1   5   -0.7892121393E+01
   1 240   1   6   -0.1041396129E+02
   1 240   1   7   -0.1041291517E+02
   1 240   1   8   -0.5389952240E+01
   1 240   1   9   -0.5389859405E+01
   1 240   1  10   -0.2447909667E+01
   1 240   1  11   -0.2676119364E+01
   1 240   1  12   -0.7329231481E+01
   1 240   1  13   -0.7353757937E+01
   1 240   1  14   -0.5834239479E+01
   1 240   1  15   -0.2510225022E+02
   1 240   1  16   -0.3991217225E+01
   1 240   1  17   -0.3992513870E+01
   1 240   1  18   -0.7939802968E+01
   1 240   1  19   -0.7903663492E+01
   1 240   1  20   -0.5884283895E+01
   1 240   1  21   -0.5884249011E+01
   1 240   1  22   -0.2563145738E+01
   1 240   1  23   -0.5867885531E+01
   1 240   1  24   -0.5867473555E+01
   1 240   1  25   -0.1212359252E+02
   1 240   1  26   -0.5450076089E+01
   1 240   1  27   -0.5451175338E+01
   1 240   1  28   -0.2503719191E+01
   1 240   1  29   -0.1197673737E+02
   1 240   1  30   -0.5654753686E+01
   1 240   1  31   -0.5654497119E+01
   1 240   1  32   -0.4171577926E+01
   1 240   1  33   -0.4168222748E+01
   1 240   1  34   -0.7765280993E+01
   1 240   1  35   -0.3056106025E+01
   1 240   1  36   -0.3568567571E+01
   1 240   1  37   -0.3430091601E+01
   1 240   1  38   -0.6917992250E+01
   1 240   1  39   -0.6918292274E+01
   1 240   1  40   -0.3756863014E+01
   1 240   1  41   -0.3756820908E+01
   1 240   1  42   -0.1831678372E+01
   1 240   1  43   -0.4189411656E+01
   1 240   1  44   -0.4189426173E+01
   1 240   1  45   -0.1198168245E+01
   1 240   1  46   -0.1003846979E+02
   1 240   1  47   -0.3307585264E+01
   1 240   1  48   -0.3307563646E+01
   1 240   1  49   -0.1034808143E+02
   1 240   1  50   -0.3658844124E+01
   1 240   1  51   -0.3658521541E+01
   1 240   1  52   -0.4351767367E+01
   1 240   1  53   -0.3539384145E+01
   1 240   1  54   -0.3539474680E+01
   1 240   1  55   -0.4848947152E+01
   1 240   1  56   -0.4848954852E+01
   1 240   1  57   -0.1330013442E+01
   1 240   1  58   -0.2171940358E+01
   1 240   1  59   -0.3110235313E+01
   1 240   1  60   -0.1151971043E+02
   1 240   1  61   -0.3397495104E+01
   1 240   1  62   -0.3396054066E+01
   1 240   1  63   -0.5982521859E+01
   1 240   1  64   -0.4538360492E+01
   1 240   1  65   -0.4514849963E+01
   1 240   1  66   -0.3420216297E+01
   1 240   1  67   -0.6508176091E+01
   1 240   1  68   -0.6567046589E+01
   1 240   1  69   -0.7479020894E+01
   1 240   1  70   -0.7469848707E+01
   1 240   1  71   -0.4418973673E+01
   1 240   1  72   -0.3790844011E+01
   1 240   1  73   -0.7523536959E+01
   1 240   1  74   -0.2071256983E+01
   1 240   1  75   -0.2071094481E+01
   1 240   1  76   -0.3108462898E+01
   1 240   1  77   -0.3036032512E+01
   1 240   1  78   -0.2473474041E+01
   1 240   1  79   -0.2525409624E+01
   1 240   1  80   -0.3807616763E+01
   1 240   1  81   -0.6722708858E+01
   1 240   1  82   -0.5871011783E+01
   1 240   1  83   -0.5865760311E+01
   1 240   1  84   -0.1101563693E+01
   1 240   1  85   -0.5456104374E+01
   1 240   1  86   -0.5456150786E+01
   1 240   1  87   -0.3336294721E+01
   1 240   1  88   -0.5952749208E+01
   1 240   1  89   -0.5955961194E+01
   1 240   1  90   -0.2549609273E+01
   1 240   1  91   -0.1582921664E+01
   1 240   1  92   -0.2923498154E+01
   1 240   1  93   -0.2923428735E+01
   1 240   1  94   -0.5278476921E+01
   1 240   1  95   -0.3790744268E+01
   1 240   1  96   -0.3790954620E+01
   1 240   1  97   -0.4347655853E+01
   1 240   1  98   -0.4348130671E+01
   1 240   1  99   -0.4051434165E+01
   1 240   1 100   -0.6504673640E+01
   1 240   1 101   -0.6527945284E+01
   1 240   1 102   -0.5826611154E+01
   1 240   1 103   -0.5793395194E+01
   1 240   1 104   -0.5139231430E+01
   1 240   1 105   -0.2805607822E+01
   1 240   1 106   -0.1823530877E+01
   1 240   1 107   -0.2189172033E+01
   1 240   1 108   -0.2189050120E+01
   1 240   1 109   -0.3962924407E+01
   1 240   1 110   -0.3962848112E+01
   1 240   1 111   -0.2658067696E+01
   1 240   1 112   -0.6450656952E+01
   1 240   1 113   -0.6428859936E+01
   1 240   1 114   -0.5139001541E+01
