 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4   -0.7910144412E+01
   1 240   1   5   -0.7909796218E+01
   1 240   1   6   -0.1012037885E+02
   1 240   1   7   -0.1011926575E+02
   1 240   1   8   -0.5385203311E+01
   1 240   1   9   -0.5385090946E+01
   1 240   1  10   -0.2112126700E+01
   1 240   1  11   -0.2278232434E+01
   1 240   1  12   -0.7073177064E+01
   1 240   1  13   -0.7097933475E+01
   1 240   1  14   -0.5642352408E+01
   1 240   1  15   -0.2458962552E+02
   1 240   1  16   -0.3704718922E+01
   1 240   1  17   -0.3706065035E+01
   1 240   1  18   -0.7672340421E+01
   1 240   1  19   -0.7635902587E+01
   1 240   1  20   -0.5773729139E+01
   1 240   1  21   -0.5773684142E+01
   1 240   1  22   -0.2483300913E+01
   1 240   1  23   -0.5711998621E+01
   1 240   1  24   -0.5711578082E+01
   1 240   1  25   -0.1188612410E+02
   1 240   1  26   -0.5299114677E+01
   1 240   1  27   -0.5300179165E+01
   1 240   1  28   -0.2431401275E+01
   1 240   1  29   -0.1171798765E+02
   1 240   1  30   -0.5490007519E+01
   1 240   1  31   -0.5489759495E+01
   1 240   1  32   -0.4055413556E+01
   1 240   1  33   -0.4052232978E+01
   1 240   1  34   -0.7625039582E+01
   1 240   1  35   -0.2960203592E+01
   1 240   1  36   -0.3469943661E+01
   1 240   1  37   -0.3332626791E+01
   1 240   1  38   -0.6781660433E+01
   1 240   1  39   -0.6781944466E+01
   1 240   1  40   -0.3701821455E+01
   1 240   1  41   -0.3701782407E+01
   1 240   1  42   -0.1767198097E+01
   1 240   1  43   -0.4074968390E+01
   1 240   1  44   -0.4074976402E+01
   1 240   1  45   -0.1089298382E+01
   1 240   1  46   -0.9826271952E+01
   1 240   1  47   -0.3231421060E+01
   1 240   1  48   -0.3231397132E+01
   1 240   1  49   -0.1012782194E+02
   1 240   1  50   -0.3528179721E+01
   1 240   1  51   -0.3527856593E+01
   1 240   1  52   -0.4327112117E+01
   1 240   1  53   -0.3455171638E+01
   1 240   1  54   -0.3455266856E+01
   1 240   1  55   -0.4654475287E+01
   1 240   1  56   -0.4654496114E+01
   1 240   1  57   -0.1280248754E+01
   1 240   1  58   -0.2059651708E+01
   1 240   1  59   -0.2408727479E+01
   1 240   1  60   -0.1122648303E+02
   1 240   1  61   -0.3298911471E+01
   1 240   1  62   -0.3297488538E+01
   1 240   1  63   -0.5873936871E+01
   1 240   1  64   -0.4432344248E+01
   1 240   1  65   -0.4409461025E+01
   1 240   1  66   -0.3297707586E+01
   1 240   1  67   -0.6365188382E+01
   1 240   1  68   -0.6423206509E+01
   1 240   1  69   -0.7305839080E+01
   1 240   1  70   -0.7297117434E+01
   1 240   1  71   -0.4323274416E+01
   1 240   1  72   -0.3533184973E+01
   1 240   1  73   -0.7355625950E+01
   1 240   1  74   -0.2009354291E+01
   1 240   1  75   -0.2009194006E+01
   1 240   1  76   -0.2988532554E+01
   1 240   1  77   -0.2918399555E+01
   1 240   1  78   -0.2388378255E+01
   1 240   1  79   -0.2437772535E+01
   1 240   1  80   -0.3684371939E+01
   1 240   1  81   -0.6520380042E+01
   1 240   1  82   -0.5729865216E+01
   1 240   1  83   -0.5724741792E+01
   1 240   1  84   -0.8032717409E+00
   1 240   1  85   -0.5394858871E+01
   1 240   1  86   -0.5394896856E+01
   1 240   1  87   -0.3231182472E+01
   1 240   1  88   -0.5709416778E+01
   1 240   1  89   -0.5712601529E+01
   1 240   1  90   -0.2383975108E+01
   1 240   1  91   -0.1527002376E+01
   1 240   1  92   -0.2851612096E+01
   1 240   1  93   -0.2851533342E+01
   1 240   1  94   -0.5147704744E+01
   1 240   1  95   -0.3714231574E+01
   1 240   1  96   -0.3714443723E+01
   1 240   1  97   -0.4230242685E+01
   1 240   1  98   -0.4230714161E+01
   1 240   1  99   -0.3971170795E+01
   1 240   1 100   -0.6379615789E+01
   1 240   1 101   -0.6402217445E+01
   1 240   1 102   -0.5720191779E+01
   1 240   1 103   -0.5687798027E+01
   1 240   1 104   -0.5028853290E+01
   1 240   1 105   -0.2715921553E+01
   1 240   1 106   -0.1737751454E+01
   1 240   1 107   -0.2116360792E+01
   1 240   1 108   -0.2116240034E+01
   1 240   1 109   -0.3874011067E+01
   1 240   1 110   -0.3873954765E+01
   1 240   1 111   -0.2498296324E+01
   1 240   1 112   -0.6273185254E+01
   1 240   1 113   -0.6251091193E+01
   1 240   1 114   -0.4944165338E+01
