 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4    0.7920402495E+01
   1 240   1   5    0.7920035118E+01
   1 240   1   6    0.1033911708E+02
   1 240   1   7    0.1033807881E+02
   1 240   1   8    0.5506957277E+01
   1 240   1   9    0.5506871705E+01
   1 240   1  10    0.2723525188E+01
   1 240   1  11    0.2891995541E+01
   1 240   1  12    0.7376458426E+01
   1 240   1  13    0.7401204803E+01
   1 240   1  14    0.6067376499E+01
   1 240   1  15    0.2546989955E+02
   1 240   1  16    0.4251791348E+01
   1 240   1  17    0.4252993720E+01
   1 240   1  18    0.8111336023E+01
   1 240   1  19    0.8075287715E+01
   1 240   1  20    0.5882133086E+01
   1 240   1  21    0.5882124785E+01
   1 240   1  22    0.2645749471E+01
   1 240   1  23    0.5929860034E+01
   1 240   1  24    0.5929450140E+01
   1 240   1  25    0.1207554985E+02
   1 240   1  26    0.5414592843E+01
   1 240   1  27    0.5415604532E+01
   1 240   1  28    0.2590365678E+01
   1 240   1  29    0.1196767013E+02
   1 240   1  30    0.5552105790E+01
   1 240   1  31    0.5551854546E+01
   1 240   1  32    0.4216171190E+01
   1 240   1  33    0.4213764057E+01
   1 240   1  34    0.7856660571E+01
   1 240   1  35    0.3157131422E+01
   1 240   1  36    0.3612536340E+01
   1 240   1  37    0.3486468101E+01
   1 240   1  38    0.6996989203E+01
   1 240   1  39    0.6997295702E+01
   1 240   1  40    0.3905681708E+01
   1 240   1  41    0.3905616743E+01
   1 240   1  42    0.1961987332E+01
   1 240   1  43    0.4247047976E+01
   1 240   1  44    0.4247028069E+01
   1 240   1  45    0.1304477122E+01
   1 240   1  46    0.1018603987E+02
   1 240   1  47    0.3505696718E+01
   1 240   1  48    0.3505656848E+01
   1 240   1  49    0.1050475220E+02
   1 240   1  50    0.3826846401E+01
   1 240   1  51    0.3826641720E+01
   1 240   1  52    0.4733966657E+01
   1 240   1  53    0.3611290806E+01
   1 240   1  54    0.3611341239E+01
   1 240   1  55    0.4858465944E+01
   1 240   1  56    0.4858465157E+01
   1 240   1  57    0.1515759891E+01
   1 240   1  58    0.2290816462E+01
   1 240   1  59    0.3380360554E+01
   1 240   1  60    0.1139912053E+02
   1 240   1  61    0.3561776176E+01
   1 240   1  62    0.3560434587E+01
   1 240   1  63    0.6176518416E+01
   1 240   1  64    0.4574092926E+01
   1 240   1  65    0.4551637287E+01
   1 240   1  66    0.3436787675E+01
   1 240   1  67    0.6508253889E+01
   1 240   1  68    0.6569638040E+01
   1 240   1  69    0.7599073392E+01
   1 240   1  70    0.7588501086E+01
   1 240   1  71    0.4467440238E+01
   1 240   1  72    0.4000140554E+01
   1 240   1  73    0.7570069748E+01
   1 240   1  74    0.2245339205E+01
   1 240   1  75    0.2245144689E+01
   1 240   1  76    0.3208587820E+01
   1 240   1  77    0.3135903652E+01
   1 240   1  78    0.2594888810E+01
   1 240   1  79    0.2644548760E+01
   1 240   1  80    0.4003369145E+01
   1 240   1  81    0.6853629096E+01
   1 240   1  82    0.6097196330E+01
   1 240   1  83    0.6092003189E+01
   1 240   1  84    0.1242790093E+01
   1 240   1  85    0.4833012009E+01
   1 240   1  86    0.4833077302E+01
   1 240   1  87    0.3522105026E+01
   1 240   1  88    0.4831702974E+01
   1 240   1  89    0.4835399583E+01
   1 240   1  90    0.2758253429E+01
   1 240   1  91    0.1800477682E+01
   1 240   1  92    0.3044494176E+01
   1 240   1  93    0.3044422814E+01
   1 240   1  94    0.5353003748E+01
   1 240   1  95    0.3883383666E+01
   1 240   1  96    0.3883604105E+01
   1 240   1  97    0.4408575745E+01
   1 240   1  98    0.4409044548E+01
   1 240   1  99    0.4270864053E+01
   1 240   1 100    0.6605563509E+01
   1 240   1 101    0.6627586022E+01
   1 240   1 102    0.5960705422E+01
   1 240   1 103    0.5929211699E+01
   1 240   1 104    0.5110549074E+01
   1 240   1 105    0.2909565898E+01
   1 240   1 106    0.1942541870E+01
   1 240   1 107    0.2323525055E+01
   1 240   1 108    0.2323415558E+01
   1 240   1 109    0.4196193224E+01
   1 240   1 110    0.4196132313E+01
   1 240   1 111    0.2932267150E+01
   1 240   1 112    0.6587488528E+01
   1 240   1 113    0.6565510969E+01
   1 240   1 114    0.5241481560E+01
   1 240   1 115    0.5240676296E+01
   1 240   1 116    0.1526100231E+01
   1 240   1 117    0.1541425699E+01
   1 240   1 118    0.2924153944E+01
   1 240   1 119    0.3603547925E+01
   1 240   1 120    0.3603141496E+01
