 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4    0.7744158380E+01
   1 240   1   5    0.7743796373E+01
   1 240   1   6    0.1011522672E+02
   1 240   1   7    0.1011418319E+02
   1 240   1   8    0.5373938312E+01
   1 240   1   9    0.5373854141E+01
   1 240   1  10    0.2622978461E+01
   1 240   1  11    0.2801490536E+01
   1 240   1  12    0.7178721659E+01
   1 240   1  13    0.7203082083E+01
   1 240   1  14    0.5951847374E+01
   1 240   1  15    0.2501960520E+02
   1 240   1  16    0.4154193581E+01
   1 240   1  17    0.4155364282E+01
   1 240   1  18    0.7904461174E+01
   1 240   1  19    0.7868965176E+01
   1 240   1  20    0.5740670285E+01
   1 240   1  21    0.5740658525E+01
   1 240   1  22    0.2565027508E+01
   1 240   1  23    0.5780468242E+01
   1 240   1  24    0.5780056535E+01
   1 240   1  25    0.1185977890E+02
   1 240   1  26    0.5287322459E+01
   1 240   1  27    0.5288320969E+01
   1 240   1  28    0.2510841494E+01
   1 240   1  29    0.1174191844E+02
   1 240   1  30    0.5430635610E+01
   1 240   1  31    0.5430388502E+01
   1 240   1  32    0.4109433489E+01
   1 240   1  33    0.4107007647E+01
   1 240   1  34    0.7709604321E+01
   1 240   1  35    0.3060074650E+01
   1 240   1  36    0.3511416773E+01
   1 240   1  37    0.3386633721E+01
   1 240   1  38    0.6851125226E+01
   1 240   1  39    0.6851452174E+01
   1 240   1  40    0.3812778906E+01
   1 240   1  41    0.3812714524E+01
   1 240   1  42    0.1899596274E+01
   1 240   1  43    0.4145661765E+01
   1 240   1  44    0.4145640682E+01
   1 240   1  45    0.1255492831E+01
   1 240   1  46    0.1000227304E+02
   1 240   1  47    0.3415441144E+01
   1 240   1  48    0.3415402585E+01
   1 240   1  49    0.1031624303E+02
   1 240   1  50    0.3726094883E+01
   1 240   1  51    0.3725887514E+01
   1 240   1  52    0.4614304126E+01
   1 240   1  53    0.3523118550E+01
   1 240   1  54    0.3523165889E+01
   1 240   1  55    0.4749023300E+01
   1 240   1  56    0.4749023674E+01
   1 240   1  57    0.1463906461E+01
   1 240   1  58    0.2209995824E+01
   1 240   1  59    0.3292567070E+01
   1 240   1  60    0.1118149935E+02
   1 240   1  61    0.3465683540E+01
   1 240   1  62    0.3464315277E+01
   1 240   1  63    0.6062903316E+01
   1 240   1  64    0.4480955780E+01
   1 240   1  65    0.4458882811E+01
   1 240   1  66    0.3320989761E+01
   1 240   1  67    0.6385942081E+01
   1 240   1  68    0.6446310677E+01
   1 240   1  69    0.7449663393E+01
   1 240   1  70    0.7439399527E+01
   1 240   1  71    0.4376089468E+01
   1 240   1  72    0.3897760054E+01
   1 240   1  73    0.7423959795E+01
   1 240   1  74    0.2185142433E+01
   1 240   1  75    0.2184951083E+01
   1 240   1  76    0.3125271023E+01
   1 240   1  77    0.3054076681E+01
   1 240   1  78    0.2527219586E+01
   1 240   1  79    0.2575693063E+01
   1 240   1  80    0.3917948445E+01
   1 240   1  81    0.6691277968E+01
   1 240   1  82    0.5952493512E+01
   1 240   1  83    0.5947398646E+01
   1 240   1  84    0.1201116640E+01
   1 240   1  85    0.4728280455E+01
   1 240   1  86    0.4728345034E+01
   1 240   1  87    0.3419646514E+01
   1 240   1  88    0.4732862126E+01
   1 240   1  89    0.4736485695E+01
   1 240   1  90    0.2684487712E+01
   1 240   1  91    0.1739545788E+01
   1 240   1  92    0.2968395999E+01
   1 240   1  93    0.2968325732E+01
   1 240   1  94    0.5245151526E+01
   1 240   1  95    0.3796009192E+01
   1 240   1  96    0.3796224502E+01
   1 240   1  97    0.4314006093E+01
   1 240   1  98    0.4314467866E+01
   1 240   1  99    0.4167976592E+01
   1 240   1 100    0.6478153620E+01
   1 240   1 101    0.6499767217E+01
   1 240   1 102    0.5844520408E+01
   1 240   1 103    0.5813607388E+01
   1 240   1 104    0.5012320543E+01
   1 240   1 105    0.2823979612E+01
   1 240   1 106    0.1869200551E+01
   1 240   1 107    0.2254873582E+01
   1 240   1 108    0.2254762349E+01
   1 240   1 109    0.4097608364E+01
   1 240   1 110    0.4097547700E+01
   1 240   1 111    0.2842847273E+01
   1 240   1 112    0.6456978357E+01
   1 240   1 113    0.6435353060E+01
   1 240   1 114    0.5132436223E+01
   1 240   1 115    0.5131644537E+01
   1 240   1 116    0.1476298801E+01
   1 240   1 117    0.1491424328E+01
   1 240   1 118    0.2841346845E+01
   1 240   1 119    0.3525255020E+01
   1 240   1 120    0.3524859309E+01
