 ikr ibn iq imode EPCE[meV]
   1 240   1   1    0.0000000000E+00
   1 240   1   2    0.0000000000E+00
   1 240   1   3    0.0000000000E+00
   1 240   1   4    0.5044739773E+01
   1 240   1   5    0.5044547105E+01
   1 240   1   6    0.2016550633E+02
   1 240   1   7    0.3519049919E+02
   1 240   1   8    0.6234136481E+01
   1 240   1   9    0.6273171679E+01
   1 240   1  10    0.8546319628E+01
   1 240   1  11    0.8729281605E+01
   1 240   1  12    0.5220515684E+01
   1 240   1  13    0.4938448853E+01
   1 240   1  14    0.2639300918E+01
   1 240   1  15    0.6378055977E+01
   1 240   1  16    0.6373454995E+01
   1 240   1  17    0.2613950561E+01
   1 240   1  18    0.4389734632E+01
   1 240   1  19    0.4389157956E+01
   1 240   1  20    0.2298458723E+02
   1 240   1  21    0.3495275939E+01
   1 240   1  22    0.3495668388E+01
   1 240   1  23    0.1285630544E+02
   1 240   1  24    0.5558045032E+01
   1 240   1  25    0.5556225067E+01
   1 240   1  26    0.2068180618E+01
   1 240   1  27    0.5666873501E+01
   1 240   1  28    0.5666460078E+01
   1 240   1  29    0.2069560563E+01
   1 240   1  30    0.2950029742E+01
   1 240   1  31    0.3861595793E+01
   1 240   1  32    0.3861147136E+01
   1 240   1  33    0.9973769723E+01
   1 240   1  34    0.9976838100E+01
   1 240   1  35    0.3690931422E+01
   1 240   1  36    0.3690541158E+01
   1 240   1  37    0.3958361551E+01
   1 240   1  38    0.3954836595E+01
   1 240   1  39    0.2777201813E+01
   1 240   1  40    0.2555126135E+02
   1 240   1  41    0.5093024157E+01
   1 240   1  42    0.5094858630E+01
   1 240   1  43    0.7741237812E+01
   1 240   1  44    0.7741151270E+01
   1 240   1  45    0.4709318755E+01
   1 240   1  46    0.4712869046E+01
   1 240   1  47    0.3047124739E+01
   1 240   1  48    0.2255426605E+01
   1 240   1  49    0.3725831782E+01
   1 240   1  50    0.3723657243E+01
   1 240   1  51    0.1711817596E+01
   1 240   1  52    0.6507002438E+01
   1 240   1  53    0.1009738437E+02
   1 240   1  54    0.3228086544E+01
   1 240   1  55    0.3227847360E+01
   1 240   1  56    0.7654775425E+01
   1 240   1  57    0.7664426183E+01
   1 240   1  58    0.3834766229E+01
   1 240   1  59    0.3830385654E+01
   1 240   1  60    0.3601422198E+01
   1 240   1  61    0.3600832506E+01
   1 240   1  62    0.3717012858E+01
   1 240   1  63    0.3716288736E+01
   1 240   1  64    0.1227341472E+01
   1 240   1  65    0.1347478315E+02
   1 240   1  66    0.3240068103E+01
   1 240   1  67    0.4864579370E+01
   1 240   1  68    0.4834962991E+01
   1 240   1  69    0.2090424285E+01
   1 240   1  70    0.2798606894E+01
   1 240   1  71    0.1904052223E+01
   1 240   1  72    0.9148132779E+01
   1 240   1  73    0.9126788864E+01
   1 240   1  74    0.4130895554E+01
   1 240   1  75    0.4133599486E+01
   1 240   1  76    0.2772640801E+01
   1 240   1  77    0.2771802317E+01
   1 240   1  78    0.2171622564E+01
   1 240   1  79    0.4914016617E+01
   1 240   1  80    0.4910047715E+01
   1 240   1  81    0.1314771230E+01
   1 240   1  82    0.2846951390E+01
   1 240   1  83    0.2846927800E+01
   1 240   1  84    0.6304974845E+01
   1 240   1  85    0.2909704265E+01
   1 240   1  86    0.2909809042E+01
   1 240   1  87    0.3106170995E+01
   1 240   1  88    0.3106276360E+01
   1 240   1  89    0.5495966524E+01
   1 240   1  90    0.9915808266E+01
   1 240   1  91    0.1144585950E+02
   1 240   1  92    0.4100025127E+01
   1 240   1  93    0.4100133452E+01
   1 240   1  94    0.4633977178E+01
   1 240   1  95    0.4632566261E+01
   1 240   1  96    0.2219740516E+01
   1 240   1  97    0.2214803281E+01
   1 240   1  98    0.2099344510E+01
   1 240   1  99    0.4611591348E+01
   1 240   1 100    0.4611855020E+01
   1 240   1 101    0.3400856393E+01
   1 240   1 102    0.3405728780E+01
   1 240   1 103    0.4129441244E+01
   1 240   1 104    0.4637588417E+01
   1 240   1 105    0.2477890472E+01
   1 240   1 106    0.2478643781E+01
   1 240   1 107    0.1878237538E+01
   1 240   1 108    0.5947759094E+01
   1 240   1 109    0.2898440581E+01
   1 240   1 110    0.2897711756E+01
   1 240   1 111    0.5012012927E+01
   1 240   1 112    0.4440152867E+01
   1 240   1 113    0.4439837020E+01
   1 240   1 114    0.2947253802E+01
   1 240   1 115    0.2947822826E+01
   1 240   1 116    0.8168308650E+01
   1 240   1 117    0.8164240475E+01
   1 240   1 118    0.2636108589E+01
   1 240   1 119    0.2635181260E+01
   1 240   1 120    0.7196516542E+01
